QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01	R02	R03	R04	R05
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	50	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Guinea	324	GIN	1			Developing	1	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	93	19	Americas	419	Latin America and the Caribbean	13	Central America	Honduras	340	HND				Developing	1	1	1	0	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	171	150	Europe	151	Eastern Europe			Hungary	348	HUN				Developed	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	186	150	Europe	154	Northern Europe			Iceland	352	ISL				Developed	0	0	0	0	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	155	142	Asia	145	Western Asia			Iraq	368	IRQ				Developing	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	187	150	Europe	154	Northern Europe			Ireland	372	IRL				Developed	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	145	142	Asia	34	Southern Asia			Iran (Islamic Republic of)	364	IRN				Developing	1	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	156	142	Asia	145	Western Asia			Israel	376	ISR				Developed	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	202	150	Europe	39	Southern Europe			Italy	380	ITA				Developed	0	0	0	1	for statistical purposes only; indicating that the responsibility for analysis and processing is not to be attributed to Istat
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	76	19	Americas	419	Latin America and the Caribbean	29	Caribbean	Jamaica	388	JAM			1	Developing	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	157	142	Asia	145	Western Asia			Jordan	400	JOR				Developing	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	133	142	Asia	35	South-eastern Asia			Lao People's Democratic Republic	418	LAO	1	1		Developing	1	0	1	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	189	150	Europe	154	Northern Europe			Latvia	428	LVA				Developed	1	1	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	215	150	Europe	155	Western Europe			Liechtenstein	438	LIE				Developed	0	0	0	0	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	190	150	Europe	154	Northern Europe			Lithuania	440	LTU				Developed	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	216	150	Europe	155	Western Europe			Luxembourg	442	LUX				Developed	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	210	150	Europe	39	Southern Europe			The former Yugoslav Republic of Macedonia	807	MKD		1		Developed	0	0	0	0	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	134	142	Asia	35	South-eastern Asia			Malaysia	458	MYS				Developing	1	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	18	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Mauritius	480	MUS			1	Developing	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	94	19	Americas	419	Latin America and the Caribbean	13	Central America	Mexico	484	MEX				Developing	1	1	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	128	142	Asia	30	Eastern Asia			Mongolia	496	MNG		1		Developing	1	1	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	20	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Mozambique	508	MOZ	1			Developing	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	135	142	Asia	35	South-eastern Asia			Myanmar	104	MMR	1			Developing	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	42	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	Namibia	516	NAM				Developing	1	1	1	0	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	224	9	Oceania	53	Australia and New Zealand			New Zealand	554	NZL				Developed	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	191	150	Europe	154	Northern Europe			Norway	578	NOR				Developed	1	1	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	160	142	Asia	145	Western Asia			Oman	512	OMN				Developing	1	1	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	163	142	Asia	145	Western Asia			State of Palestine	275	PSE				Developing	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	228	9	Oceania	54	Melanesia			Papua New Guinea	598	PNG			1	Developing	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	108	19	Americas	419	Latin America and the Caribbean	5	South America	Peru	604	PER				Developing	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	136	142	Asia	35	South-eastern Asia			Philippines	608	PHL				Developing	1	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	172	150	Europe	151	Eastern Europe			Poland	616	POL				Developed	1	1	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	161	142	Asia	145	Western Asia			Qatar	634	QAT				Developing	1	0	0	0	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	150	142	Asia	145	Western Asia			Armenia	51	ARM		1		Developing	0	0	0	0	No
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	173	150	Europe	151	Eastern Europe			Republic of Moldova	498	MDA		1		Developed	0	0	0	0	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	174	150	Europe	151	Eastern Europe			Romania	642	ROU				Developed	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	175	150	Europe	151	Eastern Europe			Russian Federation	643	RUS				Developed	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	244	9	Oceania	61	Polynesia			Samoa	882	WSM			1	Developing	0	0	0	0	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	162	142	Asia	145	Western Asia			Saudi Arabia	682	SAU				Developing	0	0	0	0	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	58	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Senegal	686	SEN	1			Developing	1	0	1	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	207	150	Europe	39	Southern Europe			Serbia	688	SRB				Developed	1	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	59	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Sierra Leone	694	SLE	1			Developing	0	0	0	0	By negotiation
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	137	142	Asia	35	South-eastern Asia			Singapore	702	SGP			1	Developing	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	208	150	Europe	39	Southern Europe			Slovenia	705	SVN				Developed	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	43	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	South Africa	710	ZAF				Developing	1	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	209	150	Europe	39	Southern Europe			Spain	724	ESP				Developed	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	149	142	Asia	34	Southern Asia			Sri Lanka	144	LKA				Developing	1	0	1	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	110	19	Americas	419	Latin America and the Caribbean	5	South America	Suriname	740	SUR			1	Developing	0	0	0	0	Not applicable
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	193	150	Europe	154	Northern Europe			Sweden	752	SWE				Developed	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	219	150	Europe	155	Western Europe			Switzerland	756	CHE				Developed	1	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	138	142	Asia	35	South-eastern Asia			Thailand	764	THA				Developing	1	0	0	0	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	6	2	Africa	15	Northern Africa			Tunisia	788	TUN				Developing	1	1	0	0	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	165	142	Asia	145	Western Asia			Turkey	792	TUR				Developing	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	26	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Uganda	800	UGA	1	1		Developing	1	0	0	0	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	177	150	Europe	151	Eastern Europe			Ukraine	804	UKR				Developed	0	0	0	0	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	166	142	Asia	145	Western Asia			United Arab Emirates	784	ARE				Developing	0	0	0	0	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	194	150	Europe	154	Northern Europe			United Kingdom of Great Britain and Northern Ireland	826	GBR				Developed	1	1	0	0	Data are provided under the Open Government LIcense: https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	117	19	Americas	21	Northern America			United States of America	840	USA				Developed	0	0	0	0	N/A  The conditions in which (post-release) derivative work using micro data is available may happen vary amongst agencies.
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	140	142	Asia	35	South-eastern Asia			Viet Nam	704	VNM				Developing	0	0	0	1	
Q01.7c	Conditions for distribution of derivative works based on the aggregates and/or microdata that are available online	29	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Zimbabwe	716	ZWE		1		Developing	1	0	0	0	
