QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q04.2a	Types of misuse identified in the past two years?	R06	Suggesting false causality	Misinterpretation of key concepts and data		
Q04.2a	Types of misuse identified in the past two years?	R06	Suggesting false causality	Misinterpretation of methodologies		
Q04.2a	Types of misuse identified in the past two years?	R06	Suggesting false causality	Misuse because of serious incompetence		
Q04.2a	Types of misuse identified in the past two years?	R06	Suggesting false causality	SCI prevents misuse  through timely  information  dissemination .		
Q04.2a	Types of misuse identified in the past two years?	R06	Suggesting false causality	US Statistical agencies cooperate with media to make every effort to get the reporting correct.  For example, there is 1/2 hour prior to the GDP and Unemployment news releases.  This is done to give them time to write their stories correctly before the 8:30 a.m. release.		
Q04.2a	Types of misuse identified in the past two years?	R07	None of the above			
Q04.2a	Types of misuse identified in the past two years?	R07	None of the above	0	90	97
Q04.2a	Types of misuse identified in the past two years?	R07	None of the above	1	3	3
Q04.2a	Types of misuse identified in the past two years?	R07	None of the above	Misinterpretation of key concepts and data		
Q04.2a	Types of misuse identified in the past two years?	R07	None of the above	Misinterpretation of methodologies		
Q04.2a	Types of misuse identified in the past two years?	R07	None of the above	Misuse because of serious incompetence		
Q04.2a	Types of misuse identified in the past two years?	R07	None of the above	SCI prevents misuse  through timely  information  dissemination .		
Q04.2a	Types of misuse identified in the past two years?	R07	None of the above	US Statistical agencies cooperate with media to make every effort to get the reporting correct.  For example, there is 1/2 hour prior to the GDP and Unemployment news releases.  This is done to give them time to write their stories correctly before the 8:30 a.m. release.		
Q04.2a	Types of misuse identified in the past two years?	R08	Other		88	95
Q04.2a	Types of misuse identified in the past two years?	R08	Other	0		
Q04.2a	Types of misuse identified in the past two years?	R08	Other	1		
Q04.2a	Types of misuse identified in the past two years?	R08	Other	Misinterpretation of key concepts and data	1	1
Q04.2a	Types of misuse identified in the past two years?	R08	Other	Misinterpretation of methodologies	1	1
Q04.2a	Types of misuse identified in the past two years?	R08	Other	Misuse because of serious incompetence	1	1
Q04.2a	Types of misuse identified in the past two years?	R08	Other	SCI prevents misuse  through timely  information  dissemination .	1	1
Q04.2a	Types of misuse identified in the past two years?	R08	Other	US Statistical agencies cooperate with media to make every effort to get the reporting correct.  For example, there is 1/2 hour prior to the GDP and Unemployment news releases.  This is done to give them time to write their stories correctly before the 8:30 a.m. release.	1	1
