QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	68	19	Americas	419	Latin America and the Caribbean	29	Caribbean	Cayman Islands	136	CYM				Developing	307
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	123	142	Asia	30	Eastern Asia			China	156	CHN				Developing	480
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	102	19	Americas	419	Latin America and the Caribbean	5	South America	Colombia	170	COL				Developing	300
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	34	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Congo	178	COG				Developing	
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	90	19	Americas	419	Latin America and the Caribbean	13	Central America	Costa Rica	188	CRI				Developing	600
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	47	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Côte d’Ivoire	384	CIV				Developing	540
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	198	150	Europe	39	Southern Europe			Croatia	191	HRV				Developed	80
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	170	150	Europe	151	Eastern Europe			Czechia	203	CZE				Developed	600
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	182	150	Europe	154	Northern Europe			Denmark	208	DNK				Developed	630
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	103	19	Americas	419	Latin America and the Caribbean	5	South America	Ecuador	218	ECU				Developing	120
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	2	2	Africa	15	Northern Africa			Egypt	818	EGY				Developing	120
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	36	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Equatorial Guinea	226	GNQ				Developing	90
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	183	150	Europe	154	Northern Europe			Estonia	233	EST				Developed	120
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	185	150	Europe	154	Northern Europe			Finland	246	FIN				Developed	
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	213	150	Europe	155	Western Europe			France	250	FRA				Developed	210
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	154	142	Asia	145	Western Asia			Georgia	268	GEO				Developing	240
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	214	150	Europe	155	Western Europe			Germany	276	DEU				Developed	1920
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	200	150	Europe	39	Southern Europe			Greece	300	GRC				Developed	
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	50	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Guinea	324	GIN	1			Developing	5760
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	93	19	Americas	419	Latin America and the Caribbean	13	Central America	Honduras	340	HND				Developing	
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	171	150	Europe	151	Eastern Europe			Hungary	348	HUN				Developed	95
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	186	150	Europe	154	Northern Europe			Iceland	352	ISL				Developed	
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	155	142	Asia	145	Western Asia			Iraq	368	IRQ				Developing	80
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	187	150	Europe	154	Northern Europe			Ireland	372	IRL				Developed	30
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	145	142	Asia	34	Southern Asia			Iran (Islamic Republic of)	364	IRN				Developing	180
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	156	142	Asia	145	Western Asia			Israel	376	ISR				Developed	120
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	202	150	Europe	39	Southern Europe			Italy	380	ITA				Developed	240
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	76	19	Americas	419	Latin America and the Caribbean	29	Caribbean	Jamaica	388	JAM			1	Developing	20
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	157	142	Asia	145	Western Asia			Jordan	400	JOR				Developing	45
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	133	142	Asia	35	South-eastern Asia			Lao People's Democratic Republic	418	LAO	1	1		Developing	1
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	189	150	Europe	154	Northern Europe			Latvia	428	LVA				Developed	60
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	215	150	Europe	155	Western Europe			Liechtenstein	438	LIE				Developed	45
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	190	150	Europe	154	Northern Europe			Lithuania	440	LTU				Developed	240
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	216	150	Europe	155	Western Europe			Luxembourg	442	LUX				Developed	45
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	210	150	Europe	39	Southern Europe			The former Yugoslav Republic of Macedonia	807	MKD		1		Developed	60
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	134	142	Asia	35	South-eastern Asia			Malaysia	458	MYS				Developing	180
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	18	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Mauritius	480	MUS			1	Developing	180
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	94	19	Americas	419	Latin America and the Caribbean	13	Central America	Mexico	484	MEX				Developing	120
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	128	142	Asia	30	Eastern Asia			Mongolia	496	MNG		1		Developing	120
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	20	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Mozambique	508	MOZ	1			Developing	60
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	135	142	Asia	35	South-eastern Asia			Myanmar	104	MMR	1			Developing	50
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	42	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	Namibia	516	NAM				Developing	103
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	224	9	Oceania	53	Australia and New Zealand			New Zealand	554	NZL				Developed	240
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	191	150	Europe	154	Northern Europe			Norway	578	NOR				Developed	2
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	160	142	Asia	145	Western Asia			Oman	512	OMN				Developing	300
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	163	142	Asia	145	Western Asia			State of Palestine	275	PSE				Developing	
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	228	9	Oceania	54	Melanesia			Papua New Guinea	598	PNG			1	Developing	
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	108	19	Americas	419	Latin America and the Caribbean	5	South America	Peru	604	PER				Developing	90
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	136	142	Asia	35	South-eastern Asia			Philippines	608	PHL				Developing	300
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	172	150	Europe	151	Eastern Europe			Poland	616	POL				Developed	0
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	161	142	Asia	145	Western Asia			Qatar	634	QAT				Developing	65
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	150	142	Asia	145	Western Asia			Armenia	51	ARM		1		Developing	300
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	173	150	Europe	151	Eastern Europe			Republic of Moldova	498	MDA		1		Developed	180
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	174	150	Europe	151	Eastern Europe			Romania	642	ROU				Developed	60
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	175	150	Europe	151	Eastern Europe			Russian Federation	643	RUS				Developed	
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	244	9	Oceania	61	Polynesia			Samoa	882	WSM			1	Developing	60
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	162	142	Asia	145	Western Asia			Saudi Arabia	682	SAU				Developing	
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	58	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Senegal	686	SEN	1			Developing	360
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	207	150	Europe	39	Southern Europe			Serbia	688	SRB				Developed	30
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	59	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Sierra Leone	694	SLE	1			Developing	138
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	137	142	Asia	35	South-eastern Asia			Singapore	702	SGP			1	Developing	480
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	208	150	Europe	39	Southern Europe			Slovenia	705	SVN				Developed	1200
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	43	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	South Africa	710	ZAF				Developing	
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	209	150	Europe	39	Southern Europe			Spain	724	ESP				Developed	50
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	149	142	Asia	34	Southern Asia			Sri Lanka	144	LKA				Developing	
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	110	19	Americas	419	Latin America and the Caribbean	5	South America	Suriname	740	SUR			1	Developing	110
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	193	150	Europe	154	Northern Europe			Sweden	752	SWE				Developed	
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	219	150	Europe	155	Western Europe			Switzerland	756	CHE				Developed	15
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	138	142	Asia	35	South-eastern Asia			Thailand	764	THA				Developing	120
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	6	2	Africa	15	Northern Africa			Tunisia	788	TUN				Developing	30
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	165	142	Asia	145	Western Asia			Turkey	792	TUR				Developing	120
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	26	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Uganda	800	UGA	1	1		Developing	
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	177	150	Europe	151	Eastern Europe			Ukraine	804	UKR				Developed	
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	166	142	Asia	145	Western Asia			United Arab Emirates	784	ARE				Developing	70
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	194	150	Europe	154	Northern Europe			United Kingdom of Great Britain and Northern Ireland	826	GBR				Developed	120
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	117	19	Americas	21	Northern America			United States of America	840	USA				Developed	10
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	140	142	Asia	35	South-eastern Asia			Viet Nam	704	VNM				Developing	
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	29	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Zimbabwe	716	ZWE		1		Developing	
