QuestionID	QuestionText	R01	R02	R03	R04	R05	R06	R07	R08	R09	R10	R11	R12	R13	R14	R15	R16	R17
Q09.2a	Main reasons/challenges explaining why principles and Recommendations for Population and Housing Censuses, Rev. 3 (for census undertaken after 2015) or Rev. 2 (for census undertaken before 2015) are being implemented partially or not implemented in the latest census programme	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q09.3	Use of the International Classification of Activities for Time Use Statistics 2016 (ICATUS 2016)	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Q09.3a	Details on use of the International Classification of Activities for Time Use Statistics 2016 (ICATUS 2016)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q09.4	Existence of a programme on EEA*?	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Q09.5	SDMX currently in use	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q09.5a	Details or examples on the use of SDMX	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q09.5b	Main reasons/challenges explaining the lack of use of SDMX	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q09.6	Additional comments on the implementation of Principle 9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q10.1	Types of international cooperation activities the NSS engages in	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Q10.2	Ways in which international cooperation has affected the functioning of your NSS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q10.3	Existence of donor coordination mechanism or basket fund for statistics (if country receives support from donors)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q10.3a	Details on donor coordination mechanism or basket fund for statistics	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q10.3b	Main reasons/challenges for lack of donor coordination mechanism or basket fund for statistics	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q10.4	The NSO participates in or contributes to organizations or partnerships whose purpose is to promote open data	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q10.4a	Organizations or partnerships whose purpose is to promote open data in which the NSO participates or contributes	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q10.5	Additional comments on the implementation of Principle 10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q11.1	Milestones with respect to the implementation of the UNFPOS over the past 10 years	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q11.2	Main challenges being faced in the implementation of the UNFPOS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q11.3	How implementation of the UNFPOS is expected to change over the next 10 years	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q11.4	How can international organizations contribute to the implementation of the UNFPOS at the country level	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q11.5	How long did it take to fill out this questionnaire (in minutes)?	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
