QuestionID	QuestionText	BlockID	BlockText	Answer	N	Percentage
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Users are provided a possibility to put forward suggestions and comments by e-mail and via the Internet, attend meetings and trainings, which are regularly organized by SL. In order to ensure the quality of statistical information and provided services, SL, starting from 2005, has been regularly carrying out user satisfaction surveys. The results of these surveys are analyzed and improvement actions are planned. From 2007, it has been started to estimate the customer satisfaction level. In addition users' behavior in data portal is analyzed regularly.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Using two channels:- Participation of users at the High Council of Statistics.- User Surveys:	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		We conducter a qulaitative user satisfaction survey .	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		We engage often and widely with users of statistics from specialist communities through to the public. Engagement activities include:a) User testing of websites and web content, including focus groups.b) Consultations on the use, coverage and value of statistical outputs.c) Online user communities, for example on Census, Health Statistics and Economic Statistics.d) Questionnaires and feedback requests on statistical publications.e) Dedicated events for particular user communities to gain feedback and built links.f) Analysis of the use of digital platforms to assess value and accessibility.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		We engage the users every time when we carry out a survey for the users to be aware of the survey (for a good response rate) as well as to have input in the questionnaire questions.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		We gathered views from the general public via website analytics and focus group discussions were conducted prior to the SingStat Website revamp.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		We have conduct some questionnaires for the user needs through our FB platform, but the answers were very poor.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		We have several user groubs for different statistics and services	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		We hold Statistical Open Day every year.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		We hold consultation meetings with main data users, e.g. Ministries, government departments	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		We need to make friendly with user to understand and use a lots of data	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		Works shop with different tipes of users (students, NGO media).	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		arranged data dissemination workshops for users	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		arranging the meeting with the major users for some particular subject.	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		information needs survey	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		regular meetings with users	1	1
Q04.4a	Details on user-engagement activities carried out by NSO/NSS to better understand users' needs	R01		yes, through the NSDS workshops, user engagements workshops are held; before the conduction of the Annual Surveys and Censuses, users are engaged and consulted before questionnaire development ; Customer Satisfaction engagement surveys are held	1	1
