QuestionID	QuestionText	BlockID	BlockText	Answer	Africa.N	Americas.N	Asia.N	Europe.N	Oceania.N	TOTAL.N	Africa.P	Americas.P	Asia.P	Europe.P	Oceania.P	TOTAL.P
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Use of electronic questionnaires and web applications for data collection.				1		1				2.85714285714286		1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Use of tablet with installed software applications on data collection and processing (Computer Assisted Personal Interview), Online collection/submission of questionnaires			1			1			4.16666666666667			1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Use of tablets and scanning					1	1					25	1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Using CAPI for data collection	1					1	5.88235294117647					1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Using electronic questionnaires.				1		1				2.85714285714286		1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Using tablets For census data collection in 2017 in addition to applying this new technologies in other surveys conducted by NSO such as the economic census 2018/2019	1					1	5.88235294117647					1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Using tablets during data collection stage, and putting all checks to be sure that the data are consistent to reduce the time needed for data processing.			1			1			4.16666666666667			1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Using tablets for LFS and CPI surveys to shorten data capture and processing time		1				1		7.69230769230769				1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		Utilisation de la tablette dans les enquàªtes	1					1	5.88235294117647					1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		We are abondoning PAPI data collection technique and almost always carry out the survey data collection process by computer-assisted questionnaires; use of administrative data where possible; producing flash estimates for GDP, employment, poverty, unemployment,etc.; use of small area estimation methods for more timely and reliable estimates, etc.				1		1				2.85714285714286		1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		We are exploring to use Cloud computing and Big date.			1			1			4.16666666666667			1.0752688172043
Q05.2a	Details on new technologies or methodologies used to ensure timely release of survey results and/or statistical publications/bulletins	R01		We are updating our generalized systems and have developed multipurpose questionnaire platforms and processing to enhance timeliness. Click or tap here to enter text.		1				1		7.69230769230769				1.0752688172043
