QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01	R02	R03	R04	R05
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	114	19	Americas	21	Northern America			Canada	124	CAN				Developed	1	1	1	0	Statistics Canada employees are required to follow confidentiality and privacy awareness training at start of employment and every three (3) years. A framework of policies, directives, guidelines and tools are available to employees. An annual security awareness event is held at Statistics Canada headquarters.
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	68	19	Americas	419	Latin America and the Caribbean	29	Caribbean	Cayman Islands	136	CYM				Developing	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	123	142	Asia	30	Eastern Asia			China	156	CHN				Developing	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	102	19	Americas	419	Latin America and the Caribbean	5	South America	Colombia	170	COL				Developing	1	1	0	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	34	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Congo	178	COG				Developing	0	0	0	1	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	90	19	Americas	419	Latin America and the Caribbean	13	Central America	Costa Rica	188	CRI				Developing	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	47	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Côte d’Ivoire	384	CIV				Developing	0	0	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	198	150	Europe	39	Southern Europe			Croatia	191	HRV				Developed	1	0	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	170	150	Europe	151	Eastern Europe			Czechia	203	CZE				Developed	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	182	150	Europe	154	Northern Europe			Denmark	208	DNK				Developed	1	0	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	103	19	Americas	419	Latin America and the Caribbean	5	South America	Ecuador	218	ECU				Developing	0	1	0	0	In the INE, through the memorandum, all personnel were informed about the Code of Ethics
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	2	2	Africa	15	Northern Africa			Egypt	818	EGY				Developing	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	36	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Equatorial Guinea	226	GNQ				Developing	1	0	0	0	Attaching the internal regulations by e-mail
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	183	150	Europe	154	Northern Europe			Estonia	233	EST				Developed	1	1	0	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	185	150	Europe	154	Northern Europe			Finland	246	FIN				Developed	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	213	150	Europe	155	Western Europe			France	250	FRA				Developed	0	0	0	0	during initial training
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	154	142	Asia	145	Western Asia			Georgia	268	GEO				Developing	0	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	214	150	Europe	155	Western Europe			Germany	276	DEU				Developed	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	200	150	Europe	39	Southern Europe			Greece	300	GRC				Developed	1	0	0	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	50	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Guinea	324	GIN	1			Developing	1	0	0	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	93	19	Americas	419	Latin America and the Caribbean	13	Central America	Honduras	340	HND				Developing	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	171	150	Europe	151	Eastern Europe			Hungary	348	HUN				Developed	1	1	0	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	186	150	Europe	154	Northern Europe			Iceland	352	ISL				Developed	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	155	142	Asia	145	Western Asia			Iraq	368	IRQ				Developing	1	0	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	187	150	Europe	154	Northern Europe			Ireland	372	IRL				Developed	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	145	142	Asia	34	Southern Asia			Iran (Islamic Republic of)	364	IRN				Developing	1	0	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	156	142	Asia	145	Western Asia			Israel	376	ISR				Developed	1	1	0	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	202	150	Europe	39	Southern Europe			Italy	380	ITA				Developed	1	1	0	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	76	19	Americas	419	Latin America and the Caribbean	29	Caribbean	Jamaica	388	JAM			1	Developing	1	0	0	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	157	142	Asia	145	Western Asia			Jordan	400	JOR				Developing	0	0	0	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	133	142	Asia	35	South-eastern Asia			Lao People's Democratic Republic	418	LAO	1	1		Developing	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	189	150	Europe	154	Northern Europe			Latvia	428	LVA				Developed	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	215	150	Europe	155	Western Europe			Liechtenstein	438	LIE				Developed	0	0	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	190	150	Europe	154	Northern Europe			Lithuania	440	LTU				Developed	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	216	150	Europe	155	Western Europe			Luxembourg	442	LUX				Developed	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	210	150	Europe	39	Southern Europe			The former Yugoslav Republic of Macedonia	807	MKD		1		Developed	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	134	142	Asia	35	South-eastern Asia			Malaysia	458	MYS				Developing	1	0	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	18	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Mauritius	480	MUS			1	Developing	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	94	19	Americas	419	Latin America and the Caribbean	13	Central America	Mexico	484	MEX				Developing	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	128	142	Asia	30	Eastern Asia			Mongolia	496	MNG		1		Developing	1	1	0	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	20	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Mozambique	508	MOZ	1			Developing	1	0	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	135	142	Asia	35	South-eastern Asia			Myanmar	104	MMR	1			Developing	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	42	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	Namibia	516	NAM				Developing	1	1	1	0	The swearing in is mainly for survey enumerators because permanent staff sign oaths of secrecy.
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	224	9	Oceania	53	Australia and New Zealand			New Zealand	554	NZL				Developed	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	191	150	Europe	154	Northern Europe			Norway	578	NOR				Developed	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	160	142	Asia	145	Western Asia			Oman	512	OMN				Developing	0	0	0	0	THERE IS NO CODE OF CONDUCT
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	163	142	Asia	145	Western Asia			State of Palestine	275	PSE				Developing	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	228	9	Oceania	54	Melanesia			Papua New Guinea	598	PNG			1	Developing	1	1	0	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	108	19	Americas	419	Latin America and the Caribbean	5	South America	Peru	604	PER				Developing	1	0	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	136	142	Asia	35	South-eastern Asia			Philippines	608	PHL				Developing	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	172	150	Europe	151	Eastern Europe			Poland	616	POL				Developed	1	1	0	0	annual information on compliance with civil service rules and ethics of the civil service corps; Information plates with the rules of the civil service and the rules of ethics of the civil service corps located in the premisses of Statistics Poland.
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	161	142	Asia	145	Western Asia			Qatar	634	QAT				Developing	0	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	150	142	Asia	145	Western Asia			Armenia	51	ARM		1		Developing	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	173	150	Europe	151	Eastern Europe			Republic of Moldova	498	MDA		1		Developed	0	0	0	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	174	150	Europe	151	Eastern Europe			Romania	642	ROU				Developed	0	0	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	175	150	Europe	151	Eastern Europe			Russian Federation	643	RUS				Developed	0	0	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	244	9	Oceania	61	Polynesia			Samoa	882	WSM			1	Developing	1	0	0	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	162	142	Asia	145	Western Asia			Saudi Arabia	682	SAU				Developing	0	0	0	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	58	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Senegal	686	SEN	1			Developing	0	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	207	150	Europe	39	Southern Europe			Serbia	688	SRB				Developed	0	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	59	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Sierra Leone	694	SLE	1			Developing	1	0	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	137	142	Asia	35	South-eastern Asia			Singapore	702	SGP			1	Developing	1	0	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	208	150	Europe	39	Southern Europe			Slovenia	705	SVN				Developed	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	43	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	South Africa	710	ZAF				Developing	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	209	150	Europe	39	Southern Europe			Spain	724	ESP				Developed	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	149	142	Asia	34	Southern Asia			Sri Lanka	144	LKA				Developing	1	1	0	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	110	19	Americas	419	Latin America and the Caribbean	5	South America	Suriname	740	SUR			1	Developing	1	0	1	0	Receipt of the relevant laws and guidelines
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	193	150	Europe	154	Northern Europe			Sweden	752	SWE				Developed	1	1	0	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	219	150	Europe	155	Western Europe			Switzerland	756	CHE				Developed	0	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	138	142	Asia	35	South-eastern Asia			Thailand	764	THA				Developing	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	6	2	Africa	15	Northern Africa			Tunisia	788	TUN				Developing	1	0	0	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	165	142	Asia	145	Western Asia			Turkey	792	TUR				Developing	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	26	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Uganda	800	UGA	1	1		Developing	1	1	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	177	150	Europe	151	Eastern Europe			Ukraine	804	UKR				Developed	1	1	0	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	166	142	Asia	145	Western Asia			United Arab Emirates	784	ARE				Developing	1	0	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	194	150	Europe	154	Northern Europe			United Kingdom of Great Britain and Northern Ireland	826	GBR				Developed	1	0	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	117	19	Americas	21	Northern America			United States of America	840	USA				Developed	1	1	1	0	Emails are sent out, as necessary.  For example, before an election, an email regarding the Hatch Act is usually sent out.
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	140	142	Asia	35	South-eastern Asia			Viet Nam	704	VNM				Developing	1	0	1	0	
Q02.7	Ways in which staff have been informed and reminded of existing codes of conduct, in the past five years	29	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Zimbabwe	716	ZWE		1		Developing	1	0	0	0	
