QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01	R02	R03	R04	R05	R06
Q02.6	Document(s) providing guidance on professional ethics for staff	198	150	Europe	39	Southern Europe			Croatia	191	HRV				Developed	1	1	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	170	150	Europe	151	Eastern Europe			Czechia	203	CZE				Developed	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	182	150	Europe	154	Northern Europe			Denmark	208	DNK				Developed	0	1	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	103	19	Americas	419	Latin America and the Caribbean	5	South America	Ecuador	218	ECU				Developing	1	1	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	2	2	Africa	15	Northern Africa			Egypt	818	EGY				Developing	1	1	0	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	36	2	Africa	202	Sub-Saharan Africa	17	Middle Africa	Equatorial Guinea	226	GNQ				Developing	1	1	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	183	150	Europe	154	Northern Europe			Estonia	233	EST				Developed	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	185	150	Europe	154	Northern Europe			Finland	246	FIN				Developed	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	213	150	Europe	155	Western Europe			France	250	FRA				Developed	1	0	0	0	0	engagement of confidentiality
Q02.6	Document(s) providing guidance on professional ethics for staff	154	142	Asia	145	Western Asia			Georgia	268	GEO				Developing	0	1	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	214	150	Europe	155	Western Europe			Germany	276	DEU				Developed	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	200	150	Europe	39	Southern Europe			Greece	300	GRC				Developed	0	0	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	50	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Guinea	324	GIN	1			Developing	1	0	0	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	93	19	Americas	419	Latin America and the Caribbean	13	Central America	Honduras	340	HND				Developing	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	171	150	Europe	151	Eastern Europe			Hungary	348	HUN				Developed	1	1	1	0	0	ethical code for civil servants
Q02.6	Document(s) providing guidance on professional ethics for staff	186	150	Europe	154	Northern Europe			Iceland	352	ISL				Developed	0	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	155	142	Asia	145	Western Asia			Iraq	368	IRQ				Developing	0	1	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	187	150	Europe	154	Northern Europe			Ireland	372	IRL				Developed	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	145	142	Asia	34	Southern Asia			Iran (Islamic Republic of)	364	IRN				Developing	1	1	0	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	156	142	Asia	145	Western Asia			Israel	376	ISR				Developed	1	1	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	202	150	Europe	39	Southern Europe			Italy	380	ITA				Developed	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	76	19	Americas	419	Latin America and the Caribbean	29	Caribbean	Jamaica	388	JAM			1	Developing	1	1	0	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	157	142	Asia	145	Western Asia			Jordan	400	JOR				Developing	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	133	142	Asia	35	South-eastern Asia			Lao People's Democratic Republic	418	LAO	1	1		Developing	1	1	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	189	150	Europe	154	Northern Europe			Latvia	428	LVA				Developed	1	1	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	215	150	Europe	155	Western Europe			Liechtenstein	438	LIE				Developed	1	0	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	190	150	Europe	154	Northern Europe			Lithuania	440	LTU				Developed	0	1	1	0	0	Law on Civil Service
Q02.6	Document(s) providing guidance on professional ethics for staff	216	150	Europe	155	Western Europe			Luxembourg	442	LUX				Developed	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	210	150	Europe	39	Southern Europe			The former Yugoslav Republic of Macedonia	807	MKD		1		Developed	1	1	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	134	142	Asia	35	South-eastern Asia			Malaysia	458	MYS				Developing	1	1	1	0	0	DOSM Transformation Plan, 2015-2020
Q02.6	Document(s) providing guidance on professional ethics for staff	18	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Mauritius	480	MUS			1	Developing	1	0	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	94	19	Americas	419	Latin America and the Caribbean	13	Central America	Mexico	484	MEX				Developing	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	128	142	Asia	30	Eastern Asia			Mongolia	496	MNG		1		Developing	1	1	0	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	20	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Mozambique	508	MOZ	1			Developing	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	135	142	Asia	35	South-eastern Asia			Myanmar	104	MMR	1			Developing	1	1	0	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	42	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	Namibia	516	NAM				Developing	1	1	0	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	224	9	Oceania	53	Australia and New Zealand			New Zealand	554	NZL				Developed	0	1	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	191	150	Europe	154	Northern Europe			Norway	578	NOR				Developed	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	160	142	Asia	145	Western Asia			Oman	512	OMN				Developing	1	1	0	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	163	142	Asia	145	Western Asia			State of Palestine	275	PSE				Developing	1	1	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	228	9	Oceania	54	Melanesia			Papua New Guinea	598	PNG			1	Developing	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	108	19	Americas	419	Latin America and the Caribbean	5	South America	Peru	604	PER				Developing	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	136	142	Asia	35	South-eastern Asia			Philippines	608	PHL				Developing	1	1	1	0	0	Philippine Statistical Association, Inc.'s Code of Ethics for Statisticians
Q02.6	Document(s) providing guidance on professional ethics for staff	172	150	Europe	151	Eastern Europe			Poland	616	POL				Developed	1	1	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	161	142	Asia	145	Western Asia			Qatar	634	QAT				Developing	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	150	142	Asia	145	Western Asia			Armenia	51	ARM		1		Developing	1	1	1	1	0	ON THE APPLICATION OF THE DECLARATION ON PROFESSIONAL ETHICS has been translated into Armenian and approved by the State Council on Statistics and posted on the website at https://www.armstat.am/file/doc/Ethics.pdf
Q02.6	Document(s) providing guidance on professional ethics for staff	173	150	Europe	151	Eastern Europe			Republic of Moldova	498	MDA		1		Developed	1	0	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	174	150	Europe	151	Eastern Europe			Romania	642	ROU				Developed	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	175	150	Europe	151	Eastern Europe			Russian Federation	643	RUS				Developed	0	0	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	244	9	Oceania	61	Polynesia			Samoa	882	WSM			1	Developing	1	0	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	162	142	Asia	145	Western Asia			Saudi Arabia	682	SAU				Developing	1	1	0	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	58	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Senegal	686	SEN	1			Developing	1	0	0	0	0	Statut du personnel, Règlement intérieur
Q02.6	Document(s) providing guidance on professional ethics for staff	207	150	Europe	39	Southern Europe			Serbia	688	SRB				Developed	1	1	0	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	59	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Sierra Leone	694	SLE	1			Developing	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	137	142	Asia	35	South-eastern Asia			Singapore	702	SGP			1	Developing	1	1	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	208	150	Europe	39	Southern Europe			Slovenia	705	SVN				Developed	1	0	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	43	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	South Africa	710	ZAF				Developing	1	1	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	209	150	Europe	39	Southern Europe			Spain	724	ESP				Developed	1	1	0	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	149	142	Asia	34	Southern Asia			Sri Lanka	144	LKA				Developing	1	1	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	110	19	Americas	419	Latin America and the Caribbean	5	South America	Suriname	740	SUR			1	Developing	1	1	0	0	0	Fundamental Principles of Official Statistics and ISI Declaration of Professional Ethics
Q02.6	Document(s) providing guidance on professional ethics for staff	193	150	Europe	154	Northern Europe			Sweden	752	SWE				Developed	0	0	0	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	219	150	Europe	155	Western Europe			Switzerland	756	CHE				Developed	1	1	0	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	138	142	Asia	35	South-eastern Asia			Thailand	764	THA				Developing	0	1	1	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	6	2	Africa	15	Northern Africa			Tunisia	788	TUN				Developing	1	0	0	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	165	142	Asia	145	Western Asia			Turkey	792	TUR				Developing	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	26	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Uganda	800	UGA	1	1		Developing	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	177	150	Europe	151	Eastern Europe			Ukraine	804	UKR				Developed	1	0	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	166	142	Asia	145	Western Asia			United Arab Emirates	784	ARE				Developing	1	1	0	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	194	150	Europe	154	Northern Europe			United Kingdom of Great Britain and Northern Ireland	826	GBR				Developed	1	1	1	1	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	117	19	Americas	21	Northern America			United States of America	840	USA				Developed	1	1	1	1	0	Federal employees are required to take Annual Ethics training.  There are also additional ethics training for specific careers, such as contracting and budget officers, etc.
Q02.6	Document(s) providing guidance on professional ethics for staff	140	142	Asia	35	South-eastern Asia			Viet Nam	704	VNM				Developing	1	1	0	0	0	
Q02.6	Document(s) providing guidance on professional ethics for staff	29	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Zimbabwe	716	ZWE		1		Developing	1	1	1	0	0	
