QuestionID	QuestionText	BlockID	BlockText	Answer	Africa.N	Americas.N	Asia.N	Europe.N	Oceania.N	TOTAL.N	Africa.P	Americas.P	Asia.P	Europe.P	Oceania.P	TOTAL.P
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		By internal and external training courses, personal training, business trips, knowledge sharing, good practice seminars, etc.				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		By providing training on a wide range of statistical matters	1					1	5.88235294117647					1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		DANE during the last year has offered technical advice, trainings, and workshops to NSS members in the preparation and dissemination of methodological documents and methodological fact sheets for statistical operations; construction and interpretation of indicators, baseline indicators and formulation of a statistical plan; and in the implementation of the DDI, Dublin Core and SDMX diffusion standards to entities such as the Ministry of Environment and Sustainable Development, the Ministry of Agriculture and Rural Development, the Ministry of Culture, SENA, the Superintendence of Ports and Transport, National Superintendence of Health, the Attorney General of the Nation, the National Army of Colombia, the National Police of Colombia, the District Planning Secretariat of Bogotà¡ and the Colombian Chamber of Books.		1				1		7.69230769230769				1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		During annual "Employee Evaluation and Performance Appraisal" employees together with their peers agree on development of the professional qualification (if needed). The annual training plan is prepared by HR based on results of annual evaluation and taking into account HR development goals.				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Each professional post in NSO has set qualifications which are outlined in the Job Description		1				1		7.69230769230769				1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Each staff member has a passport with description of professional qualifications and requirements for each position.			1			1			4.16666666666667			1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Every year it is drafted the Annual Plan for Personnel Training by the Director of each department.				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Exchange of the experience with other countries;Participation in national and international workshops;Staff training.	1					1	5.88235294117647					1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Formal training (mandatory and elective courses); participation in relevant conferences, workshops and seminars; on the job training; machine learning working groups, Data science courses (in house and at post-secondary institutions), site visits to various locations using new techniques and tools		1				1		7.69230769230769				1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Hiring well qualified people External TrainingOn job training			1			1			4.16666666666667			1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Human Resources:The Australian Government has recognised the critical importance of developing capability for statistical purposes, outlined in the Data Skills and Capability in the Australian Public Service publication. This publication outlines a Data Skills and Capability Framework to improve overall data skills and capability across the Australian Public Service. The Learning Hub on the ABS website provided access to a range of statistical capability resources. The ABS publication Statistical Skills for Official Statisticians is a resource that provides guidance on the skills, knowledge, and expertise required for statistical production. The ABS recognises that its people are essential to successfully realising its transformation goals and achieving its vision and objectives. The ABS has identified that in order to deliver its transformation agenda, it needs to change its culture, drive high performance and build capability. To deliver on this, an ABS Strategic Workforce Plan is implemented through annual People and Culture Action Plans. Workforce strategies focus on: reshaping workforce capability; aligning staff profiles and structure to support a rationalised and responsive work program; building a high performance culture and improving diversity, leadership and collaboration. The ABS Strategic Workforce Plan links to a series of well-established people related plans and strategies. These include the Statistical Capability Plan, and a suite of diversity plans (Workplace Diversity Action Plan, Reconciliation Action Plan and the Gender Diversity Action Plan) which aim to attract and retain a diverse and capable workforce. To equip and enable an agile workforce, the ABS is currently implementing a flexible working environment. This offers ABS staff more flexible working conditions and provides cost savings through more efficient use of property. ABS staff can efficiently work from home, or remotely, through smarter use of technology, with all staff working from mobile computing devices on an enhanced computing network. The ABS's learning management system, CapabilityPlus, provides a contemporary blended learning environment â€“ providing easy online access to capability development options for field and office staff (as well as for external clients). To support efficient and effective work practices, staff can search a vast store of corporate knowledge online, covering corporate services, statistical services, policy and legislation and technological support though the ABS knowledge management system, Services@ABS.Develop staff qualificationsThe ABS has developed a statistical capability framework to guide building statistical capability internally, domestically and internationally. The framework has three dimensions: statistical use, statistical production, and statistical leadership. Associated with each of these dimensions are a range of statistical activities and statistical skills. The ABS also makes available to its staff a capability building resource known as Statistical Skills for Official Statisticians. The ABS graduate program is run annually and is a key part of how the ABS maintains capability. Many ABS graduates have backgrounds in relevant fields such as: economics, econometrics, statistics, information and communication technology, demography, business, mathematics, computer science and software engineering. ABS graduates are generally employed within one of four streams: statistical analysis and research, methodology, information and communication technology, and corporate. The ABS methodology division runs regular, comprehensive training courses in subjects such as survey methods, and a seminar and workshop series which regularly features external and international speakers aimed at building staff capability. The ABS's learning management system, CapabilityPlus, provides a contemporary blended learning environment â€“ providing easy online access to capability development options for field and office staff (as well as for external clients). To support efficient and effective work practices, staff can search a vast store of corporate knowledge online, covering corporate services, statistical services, policy and legislation and technological support though the ABS's knowledge management system					1	1					25	1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Individual training courses, training and educational Annual Plan, Governmental organized training programmes				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Internal and external training			1			1			4.16666666666667			1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Internal training programmes with a selection of training courses				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Internal trainingESTP (European Statsitocs Training Programme)				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		L' INS a élaboré un plan de formation de son personnell'INS assure le renforcement des capacités de son personnel à  travers, des séminaires et ateliers de formations ainsi que des voyages d'études...	1					1	5.88235294117647					1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Mainly through external trainings in the region, and specialized training provided on-line.		1				1		7.69230769230769				1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Malaysia Statistical Training Institute (ILSM) was established for the development of human capital of DOSM's Officers by organising multiple statistical training courses at the national and international level in collaboration with International Statistical Institution/ Organisation such as SIAP and ASEAN. Statistician Competencies Development Programme (SCDP) is conducted for the new appointed statistician in producing competent and highly skilled human capital. Actively participate and contribute in international training programmes conducted by International Statistical Organisastion/Institute/bodies such as UNSIAP, UNESCAP, ASEANStats, JICA, CATI and so on. DOSM's has emerged as the world's first government agency to have certified data scientists statistician in collaboration with analytics expert SAS Institute Sdn Bhd.			1			1			4.16666666666667			1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Mediante evaluaciones de sus logros académicos y de experiencia; Asà­ como las entrevistas.		1				1		7.69230769230769				1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		NSO:Training in the form of courses, on the job training, conferences, international meetings, in the EU-cooperation etc.				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		On the job training is provided for permanent staff, while continuous training is available for field personnel. Within the cooperation project with Statistics Sweden (2011-2018) several STAC (Statistics in Action) courses have been conducted. Participation in such training courses, software courses, etc. is encouraged. Geostat staff can attend those during working hours. Training is valued and taken into consideration by Geostat management when deciding on promotions, bonuses, etc. However, formal mechanisms are not in place.			1			1			4.16666666666667			1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Only via scholarships and sponsored courses because the NSA does not have capacity to train its staff and/or the NSS staff.	1					1	5.88235294117647					1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Par la formation continue; cependant, elle n'est pas mise en oeuvre ces 2 dernières années faute de budget.	1					1	5.88235294117647					1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Participating in International and internal meetings, workshops and training courses	1					1	5.88235294117647					1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Participation in European Statistical Training Programme and IT trainings				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Preparation of an annual training plan that takes into account the training needs of the staff of the National Statistical System Preparation of a training plan for new staff in PCBS to increase their capacity on frameworks and methodologies of statistical work and general topics (statistical analysis, report writing, etc.) Implementation of training courses on awareness-raising activities for the National Statistical System on all topics related to statistical work, administrative records and sustainable development goals SDG's. Hosting trainees from universities and academic institutions to participate in internal workshops and lectures and look closely at the mechanism of work in various statistical fields Build the capacity of the PCBS staff by providing them with scholarships to obtain higher degrees (Masters and Bachelor Degrees) Participation in many training activities , workshops and meetings in addition to international, regional and local conferences that will raise the staff's capacity and help to exchange experiences with participants from other countries and sister organizations. Sending statisticians to participate in study visits and learn about achievements of regional and international statistical offices in different topics, especially new topics. Preparation of an annual training plan that takes into account the training needs of the staff of the National Statistical System Preparation of a training plan for new staff in PCBS to increase their capacity on frameworks and methodologies of statistical work and general topics (statistical analysis, report writing, etc.) Implementation of training courses on awareness-raising activities for the National Statistical System on all topics related to statistical work, administrative records and sustainable development goals SDG's. Hosting trainees from universities and academic institutions to participate in internal workshops and lectures and look closely at the mechanism of work in various statistical fields Build the capacity of the PCBS staff by providing them with scholarships to obtain higher degrees (Masters and Bachelor Degrees) Participation in many training activities , workshops and meetings in addition to international, regional and local conferences that will raise the staff's capacity and help to exchange experiences with participants from other countries and sister organizations. Sending statisticians to participate in study visits and learn about achievements of regional and international statistical offices in different topics, especially new topics.			1			1			4.16666666666667			1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Seminars and training programmes are used for that purposes. Staff members take part in internal and external (including foreign) trainings, as well as in internships. Co-financing of education costs is also provided.				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Specifications for qualifications vary across the US decentralized Federal Statistical System. However, for most civilian career positions in the senior executive service, there are two phases:1) Executive Core Qualifications (ECQs) which asks essays showing experience in the last 10 years of: leading people, leading change, results driven, business acumen and building coalitions2) Technical essays to demonstrate qualifications applicable to specific position. For example, SES applicants for the Bureau of Economic Analysis, generally should who extensive technical experience in economic statistics.		1				1		7.69230769230769				1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Staff members participate regularily in training courses organised by national, european and international statistical and non-statistical organisations.				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Statistical Centre of Iran has developed an official document on meritocracy for appointment of different managerial levels.			1			1			4.16666666666667			1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Stats NZ has a continuous process of learning and development for staff, which is embedded into our people management and policies and practices as well as everyday systems and processes that managers use. Managers in all areas have a local training and development budget for use for staff training. An online system is used to manage learning and development although we also have a Leadership Coaching programme for Senior Leaders which provides people with access to external coaching to support them with specific development goals. Staff are encouraged to drive their own development by taking an active role in identifying and prioritising their needs. We use Coaching with a performance approach to help staff create a positive, directed in change their working lives and develop their potential.Stats NZ is also reviewing our workforce capabilities and job descriptions to be clear on about which capabilities and skills we will need to deliver our core services, both now and in the future. This is a multi-year programme of work to guide our capability development over the next several years.					1	1					25	1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		THE NSO/NSS IMPROVE THE PROFESSIONAL QUALIFICATION OF STAFF MEMBERS BY ORGANISING THE WORKSHOPS TO REFORCE THE KNOWLEDGE IN THE NATIONAL AND INTERNATIONAL WAY AND BY TRAINUNG WORKSHOPS RELEASE THE ORGAISATION DATA COLLECT.	1					1	5.88235294117647					1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		THROUGH PUBLIC COMPETITIONS AND DEGREE OF GRADING		1				1		7.69230769230769				1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		The Department of Statistics provides on-the-job training for staff. In addition, staff are sent for the following training to develop their statistical skills: (i) Classroom training and workshops at the Civil Service College and other educational institutions; (ii) E-learning via online courses; and (iii) Statistical conferences in Singapore and other countries.			1			1			4.16666666666667			1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		The Government Statistician Group (GSG) is the civil service profession for statisticians, and is headed by the National Statistician. The group has its own specialised competency framework, and statisticians have access to centralised training and development including formal academic qualifications. There are centralised, compulsory induction and in-career training courses for all GSG members.Entry to the GSG and promotion to higher grades requires an appropriate set of formal academic qualifications and demonstration of appropriate levels of competency by interview.Professional accreditation is also available through the Royal Statistical Society's Chartered Statistician route.				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		The NSO is a semi-autonomous organization, which has its own Human Resource policies and regulations as guided by the Board of Directors. Development of the professional qualifications is guided by the terms and conditions, inline with the guidance from the handbook of Statistical Organizations as well as the Statistics Act.	1					1	5.88235294117647					1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		The National statistical institute's has the particularity of offering its future managers an initial training of a very high level whose excellence is recognised.				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		The PSA continually develops the professional qualifications of its staff through formulation/enhancement of competency criteria and qualification standards, by position type/level. These qualification standards are reviewed/approved by the Civil Service Commission prior to recruitment and selection. Once staff are hired, they undergo capacity building programs such as training (both local and international), workshops, scholarships, and participation in various relevant fora.			1			1			4.16666666666667			1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		The action plan for professional development, additional professional education programs, an electronic library with teaching materials, equipped classrooms; - interaction with universities, training centers, schools, professional community (Russian Association of Statisticians), etc. - internal and external training with the use of foreign and domestic experts for various categories of employees; system of knowledge management and training: training programs, individual plans, testing, questionnaires, appraisals and competitions; the use of e-learning, teaching materials, electronic libraries; Experience in the implementation of master's and academic programs such as "European Master of Statistics"; methods for analyzing the effectiveness of staff training and development (double questioning, oral surveys).				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		The article 20.1 j of the NSO internal regulation collects the fomation's permission. Moreover, interntational institutions sometimes provides free courses for the NSO staff. This courses are announce by e-mail and all interested can participate in them.	1					1	5.88235294117647					1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		There are four main training programmes for the staff:1. Internal FSO training program2. Common training programm with the Statistical Offices of the Laender3. Training at the Federal Academy of Public Administration4. European Statistical training ProgrammeThe Training programmes focusing the following subjects:- Management Training courses, -health and management, Communication, -Press and public relations, -Personal work organisation, -Statistics / Methodology / Quality, -Information technology, -Legislation, Data Protection and Information Security, -Languages.				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Through in house and external training.				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Through internal and external training.	1					1	5.88235294117647					1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Through participation in courses at both national level and international level. Istat develops an annual training plan for its personnel with courses in different fields: statistics, methodology, management and organization, legal issues and IT. Istat personnel has also access to the European statistics training programme, a programme coordinated by Eurostat , with courses, workshops and seminars at postgraduate level. Ad hoc training initiatives are designed for members of the NSS to update their knowledge on specific surveys or more recently training has been provided on institutional setup, statistical processes, quality and governance and communication issues.				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Through participation in workshops and training programs; through attachments to other NSOs; through on-the-job training; through supporting the pursuit of higher academic studies in the form of scholarships, study leave, and time off from work. The national university recently launched a Bachelor Degree in Statistics, developed through technical assistance from the IDB, which is tailored to meet the training needs of the NSS.		1				1		7.69230769230769				1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Through retraining and short-term training	1					1	5.88235294117647					1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Through specialized training courses and guidance			1			1			4.16666666666667			1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Through the conduct of training programmes and seminars on statistical issues.				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Through training			1			1			4.16666666666667			1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Through training programs and participation in international workshops.	1					1	5.88235294117647					1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Through training programs and seminars, as well as the Professional Service Career.		1				1		7.69230769230769				1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Through training, workshops, national and international congresses.		1				1		7.69230769230769				1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Training				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Training Courses and WorkshopsFunding (by NSO) or seeking funds for advanced studies of staff		1				1		7.69230769230769				1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Training and development concept of TurkStat is the continuous training at every level, taking into consideration that the rapid changes in science and socio-economic life have direct impacts on statistics and its applications. In this context, main means used for development of professional skills of staff at TurkStat are the courses, training programs, study visits, internship programs and consultancy activities mostly funded by EU. All training activities in TurkStat are planned and implemented through the Training Strategy with the aims to increase technical knowledge and working efficiency of the staff, as well as make them able to produce data/information in accordance with the international standards. Also, TurkStat provide special career path to the assistant experts. Expertise Area Training Program (EATP) is developed in order to increase technical knowledge and working efficiency of the assistant experts, as well as make them able to produce data/information in accordance with the international standards on the subjects of their expertise.			1			1			4.16666666666667			1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Training and mentoring					1	1					25	1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Training and skills development at SURS comprises a broad range of activities, including formal and informal learning, job rotation, in-house and external training (course topics ranged from methodology and processes, statistical fields, dissemination and data visualisation, specific IT topics and the ESS system, to leadership and inter-personal skills), traineeships, integration of new employees (mentoring as a part of 'on the job' training), our EMOS involvement as well as international collaboration - our staff members participate in numerous ESTP training courses, conferences, seminars and workshops..Forming long-term partnerships and innovative ways of cooperation with external academic parties. With that in mind, SURS has successfully established mutual agreements on cooperation in education, research and consulting activities with various faculties in Slovenia, including the Faculty of Social Science, the Faculty of Economics, the Faculty of Organisational Sciences, and the Faculty of Computer and Information Science.It is particularly beneficial for a small statistical office like SURS to be involved in different international activities, such as working groups, initiatives, projects and task forces to obtain hands-on experience and exchange knowledge. This also provides colleagues possessing different expertise profiles with diverse learning experiences and opportunities for professional growth, which turns out to be a strong motivational factor. We actively encourage our staff members to participate in international consultations, working groups, task force meetings and committees.				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Training, both internal and external.				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Training, international cooperation projects, professional conferences, support of publishing, support of academic activities, etc.				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Trainings, domestics and international scholarships			1			1			4.16666666666667			1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		Undertaking Functional Reviews every three years and development of job specifications	1					1	5.88235294117647					1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		by training and meetings	1					1	5.88235294117647					1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		on the job training, external courses				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		trainings â€“Eurostat, working groups Eurostat,ESTP courses, study visits				1		1				2.85714285714286		1.0752688172043
Q02.8	How NSO/NSS develops professional qualifications of staff	R01		we have a pilot program of statistical education, and plan to extend it further as of next year				1		1				2.85714285714286		1.0752688172043
