QuestionID	QuestionText	OrderM49	RegionCode	RegionName	SubRegionCode	SubRegionName	Subregion2Code	Subregion2Name	CountryName	M49	ISOalpha3	LDC	LLDC	SIDS	DevelopmentStatus	R01	R02
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	244	9	Oceania	61	Polynesia			Samoa	882	WSM			1	Developing	Fully integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	162	142	Asia	145	Western Asia			Saudi Arabia	682	SAU				Developing	Fully integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	58	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Senegal	686	SEN	1			Developing	Fully integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	207	150	Europe	39	Southern Europe			Serbia	688	SRB				Developed	Partially integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	59	2	Africa	202	Sub-Saharan Africa	11	Western Africa	Sierra Leone	694	SLE	1			Developing	Partially integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	137	142	Asia	35	South-eastern Asia			Singapore	702	SGP			1	Developing	Fully integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	208	150	Europe	39	Southern Europe			Slovenia	705	SVN				Developed	Partially integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	43	2	Africa	202	Sub-Saharan Africa	18	Southern Africa	South Africa	710	ZAF				Developing	Fully integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	209	150	Europe	39	Southern Europe			Spain	724	ESP				Developed	Other	We follow European Statistics Code of Practice
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	149	142	Asia	34	Southern Asia			Sri Lanka	144	LKA				Developing	Partially integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	110	19	Americas	419	Latin America and the Caribbean	5	South America	Suriname	740	SUR			1	Developing	Partially integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	193	150	Europe	154	Northern Europe			Sweden	752	SWE				Developed	Partially integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	219	150	Europe	155	Western Europe			Switzerland	756	CHE				Developed	Not integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	138	142	Asia	35	South-eastern Asia			Thailand	764	THA				Developing	Partially integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	6	2	Africa	15	Northern Africa			Tunisia	788	TUN				Developing	Partially integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	165	142	Asia	145	Western Asia			Turkey	792	TUR				Developing	Fully integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	26	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Uganda	800	UGA	1	1		Developing	Fully integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	177	150	Europe	151	Eastern Europe			Ukraine	804	UKR				Developed	Partially integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	166	142	Asia	145	Western Asia			United Arab Emirates	784	ARE				Developing	Fully integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	194	150	Europe	154	Northern Europe			United Kingdom of Great Britain and Northern Ireland	826	GBR				Developed	Fully integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	117	19	Americas	21	Northern America			United States of America	840	USA				Developed	Other	UNFPOS adherence, though, not explicitly written in legal framework
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	140	142	Asia	35	South-eastern Asia			Viet Nam	704	VNM				Developing	Fully integrated in statistical law or legal framework	
Q00.3	Extent to which UNFPOS are integrated into the NSS institutional framework	29	2	Africa	202	Sub-Saharan Africa	14	Eastern Africa	Zimbabwe	716	ZWE		1		Developing	Fully integrated in statistical law or legal framework	
